CAS_NUMBER	ID	COMPOUND_CODE	COMPOUND_NAME	FMLA	MOLECULAR_WEIGHT	KOWLOGP	STRUCTURECATEGORY	SMILES	AUTHORS	JOURNAL	PUBLICATION_DATE	VOLUME_NUMBER	START_PAGE	SOURCE_URL	ASSAY_CLASS_NAME	ASSAY_NAME	SPECIES_STRAIN	ENDPOINT_NAME	ENDPOINT_VALUE	ENDPOINT_UNIT	PROTEIN_SUBTYPE	PROTEIN_DOMAIN	ROUTE_OF_COMPOUND
72732-26-4	730	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERa binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	1.693		alpha	Full-length	
72732-26-4	731	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the mouse ERa receptor	Mouse	logRBA	2.326		alpha	Full-length	
72732-26-4	732	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Binding	Inhibitory concentration against estrogen receptor 2 using radioligand binding assay.		logRBA	2.058		beta		
72732-26-4	733	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Pigeon P, Top S, VessiÃ¨res A, HuchÃ© M, Hillard EA, Salomon E, Jaouen G.	J. Med. Chem.	2005	48	2814		Binding	Relative binding affinity for Estrogen receptor beta		logRBA	1.267		beta		
72732-26-4	734	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Barrett I, Meegan MJ, Hughes RB, Carr M, Knox AJ, Artemenko N, Golfis G, Zisterer DM, Lloyd DG.	Bioorg. Med. Chem.	2008	16	9554		Binding	Displacement of fluorescein labeled estradiol from human recombinant ERbeta expressed in baculovirus infected insect cells by fluorescence polarization assay	Human	IC50	20	nM	beta		
72732-26-4	735	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Clegg NJ, Paruthiyil S, Leitman DC, Scanlan TS.	J. Med. Chem.	2005	48	5989		Binding	Binding affinity towards human estrogen receptor beta in a competitive binding assay using fluorescently labelled estradiol	Human	Ki	1.7	nM	beta		
72732-26-4	736	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schmidt JM, Mercure J, Tremblay GB, PagÃ© M, Kalbakji A, Feher M, Dunn-Dufault R, Peter MG, Redden PR.	J. Med. Chem.	2003	46	1408		Binding	In vitro displacement of 0.5 nM [3H]17-beta-estradiol from human Estrogen receptor beta	Human	Ki	0.16	nM	beta		
72732-26-4	737	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Hoekstra WJ, Patel HS, Liang X, Blanc JB, Heyer DO, Willson TM, Iannone MA, Kadwell SH, Miller LA, Pearce KH, Simmons CA, Shearin J.	J. Med. Chem.	2005	48	2243		Binding	Binding affinity for human estrogen receptor beta	Human	logRBA	2		beta		
72732-26-4	738	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Ruenitz PC, Bagley JR, Mokler CM.	J. Med. Chem.	1982	25	1056		Binding	Percent inhibition of [3H]estradiol binding to cytoplasmic estrogen receptor of rat uterus	Rat	INH	37.2	%	beta		
72732-26-4	739	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Ruenitz PC, Bagley JR, Nanavati NT.	J. Med. Chem.	1988	31	1471		Binding	In vitro displacement of 3 nM [3H]4-hydroxytamoxifen from estrogen receptor of rat uterine cystol	Rat	EC50	6	nM	beta		
72732-26-4	740	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Hardcastle IR, Rowlands MG, Houghton J, Parr IB, Potter GA, Jarman M, Edwards KJ, Laughton CA, Trent JO, Neidle S.	J. Med. Chem.	1995	38	241		Binding	Receptor binding affinity(RBA) for rat uterine cytosolic estrogen receptor relative to estradiol	Rat	logRBA	2		beta		
72732-26-4	741	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Binding	Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 5 hours at 25 degree Centigrade.	Cattle	logRBA	2.386		beta		
72732-26-4	742	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	DorÃ© JC, Gilbert J, Bignon E, Crastes de Paulet A, Ojasoo T, Pons M, Raynaud JP, Miquel JF.	J. Med. Chem.	1992	35	573		Binding	Relative binding affinity was measured on calf uterus estrogen receptor after 5 hr at 25C.	Cattle	logRBA	2.386		beta		
72732-26-4	743	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Binding	Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 2 hours at 0 degree Centigrade.	Cattle	logRBA	2.09		beta		
72732-26-4	744	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Binding	Displacement of [3H]E2 from calf uterine estrogen receptor	Cattle	logRBA	1.193		beta		
72732-26-4	745	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERb	Human	logRBA	2.079		beta	Full-length	
72732-26-4	746	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Rat estrogen receptor beta	Rat	logRBA	2.53		beta	Full-length	
72732-26-4	747	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	2.53		beta	Full-length	
72732-26-4	748	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	2.365		beta	Full-length	
72732-26-4	749	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Reporter Gene	Inhibition of estradiol induced estrogen receptor transcriptional activation in MCF-7-2a cells	Human	IC50	7	nM			
72732-26-4	750	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Reporter Gene	Anti-estrogenicity for 50% inhibition of the MVLN cell luciferase activity due to 0.1 nM E2 (estradiol)	Human	IC50	3	nM			
72732-26-4	751	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Antistrogens	Human	logRA	1.748				
72732-26-4	752	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Estrogens	Human	logRA	-2.155				
72732-26-4	753	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Reporter Gene	Agonistic effect on estrogen receptor mediated transcriptional activation in MCF-7-2a cells at 1 uM compared to 10e-8 M estradiol	Human	logRA	-10000				
72732-26-4	754	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Reporter Gene	Inhibitory concentration against estrogen receptor alpha using estrogen response element (ERE) assay.		IC50	10.3	nM	alpha		
72732-26-4	755	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Clegg NJ, Paruthiyil S, Leitman DC, Scanlan TS.	J. Med. Chem.	2005	48	5989		Reporter Gene	Antagonistic activity against estrogen receptor alpha in presence of 0.1 nM estradiol	Human	Ki	0.04	nM	alpha		
72732-26-4	756	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3		J. Health Sci.	2000	46	282		Reporter Gene	relative activity of yeast two-hybrid assay on ERa	Human	logRA10	-3.523		alpha	LBD	
72732-26-4	757	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Reporter Gene	Inhibitory concentration against estrogen receptor 2 using estrogen response element (ERE) assay.		IC50	32	nM	beta		
72732-26-4	758	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Clegg NJ, Paruthiyil S, Leitman DC, Scanlan TS.	J. Med. Chem.	2005	48	5989		Reporter Gene	Antagonistic activity against estrogen receptor beta in presence of 0.1 nM estradiol	Human	Ki	0.014	nM	beta		
72732-26-4	759	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Grese TA, Cho S, Finley DR, Godfrey AG, Jones CD, Lugar CW 3rd, Martin MJ, Matsumoto K, Pennington LD, Winter MA, Adrian MD, Cole HW, Magee DE, Phillips DL, Rowley ER, Short LL, Glasebrook AL, Bryant HU.	J. Med. Chem.	1997	40	146		Cell Proliferation	Antagonism of estrogen action in a mammary tumor cell line was assayed via inhibition of MCF-7 cell proliferation stimulated by 10 e-11 M 17-beta-estradiol (in vitro)		IC50	0.5	nM			
72732-26-4	760	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Barrett I, Meegan MJ, Hughes RB, Carr M, Knox AJ, Artemenko N, Golfis G, Zisterer DM, Lloyd DG.	Bioorg. Med. Chem.	2008	16	9554		Cell Proliferation	Antiproliferative activity against hormone independent human MDA-MB-231 cells upto 100 nM after 72 hrs by MTT assay	Human	IC50	-10000				
72732-26-4	761	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Hardcastle IR, Rowlands MG, Houghton J, Parr IB, Potter GA, Jarman M, Edwards KJ, Laughton CA, Trent JO, Neidle S.	J. Med. Chem.	1995	38	241		Cell Proliferation	In vitro cytotoxicity against hormone-responsive MCF-7 cell line.	Human	IC50	15500	nM			
72732-26-4	762	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Cell Proliferation	Cytotoxicity against MCF-7 cells in presence of 1 uM E2 (estradiol)	Human	IC50	9400	nM			
72732-26-4	763	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Cell Proliferation	Cytostaticity against MCF-7 cells in the presence of 1 uMolar E2 (estradiol)	Human	IC50	8000	nM			
72732-26-4	764	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Cell Proliferation	Cytotoxicity against MCF-7 cells in the absence of 1 uM E2 (estradiol)	Human	IC50	6000	nM			
72732-26-4	765	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Barrett I, Meegan MJ, Hughes RB, Carr M, Knox AJ, Artemenko N, Golfis G, Zisterer DM, Lloyd DG.	Bioorg. Med. Chem.	2008	16	9554		Cell Proliferation	Antiproliferative activity against estrogen receptor dependent human MCF7 cells after 72 hrs by MTT assay	Human	IC50	107	nM			
72732-26-4	766	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Cell Proliferation	Percent of inhibitory activity versus 0.1 nm [3H]estradiol against proliferation of MCF-7 cells.	Human	INH	100	%			
72732-26-4	767	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	McKie JA, Bhagwat SS, Brady H, Doubleday M, Gayo L, Hickman M, Jalluri RK, Khammungkhune S, Kois A, Mortensen D, Richard N, Sapienza J, Shevlin G, Stein B, Sutherland M.	Bioorg. Med. Chem. Lett.	2004	14	3407		Cell Proliferation	Antiproliferative activity against MCF-7 cell line	Human	IC50	24	nM			
72732-26-4	768	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Cell Proliferation	Inhibitory concentration against MCF-7 breast tumor cells using MCF-7 assay.	Human	IC50	8.5	nM			
72732-26-4	769	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Grese TA, Pennington LD, Sluka JP, Adrian MD, Cole HW, Fuson TR, Magee DE, Phillips DL, Rowley ER, Shetler PK, Short LL, Venugopalan M, Yang NN, Sato M, Glasebrook AL, Bryant HU.	J. Med. Chem.	1998	41	1272		Cell Proliferation	Inhibition of estrogen-stimulated MCF-7 cell proliferation	Human	IC50	0.5	nM			
72732-26-4	770	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Cell Proliferation	Percent agonistic activity in MCF-7 breast tumor cells using MCF-7 assay	Human	logRE	1.491				
72732-26-4	771	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Cell Proliferation	Percent of effective dose for [3H]estradiol against proliferation of MCF-7 cells.	Human	logRE	1				
72732-26-4	772	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	DorÃ© JC, Gilbert J, Bignon E, Crastes de Paulet A, Ojasoo T, Pons M, Raynaud JP, Miquel JF.	J. Med. Chem.	1992	35	573		Cell Proliferation	Agonistic activity in MCF-7 cell proliferation.	Human	logRE	1				
72732-26-4	773	5	4-hydroxytamoxifen	C26H29NO2	387.51	4.67		CC\\C(=C(/c1ccc(O)cc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Fang H, Tong W, Perkins R, Soto AM, Prechtl NV, Sheehan DM.	Environ Health Perspect.	2000	108	723		Cell Proliferation	E-Screen, Relative proliferative potency (RPP) in human breast cancer estrogen-sensitive MCF-7 cells	Human	logRPP	0.58				
56-53-1	774	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using MCF-7 Cytosol	Human	logRBA	2				
56-53-1	775	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using MCF-7 Cells	Human	logRBA	1.924				
56-53-1	776	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Blair RM, Fang H, Branham WS, Hass BS, Dial SL, Moland CL, Tong W, Shi L, Perkins R, Sheehan DM.	Toxicol. Sci. 	2000	54	138		Binding	relative binding affinity (RBA) for ER competitive-binding assays	Rat	logRBA	2.602				
56-53-1	777	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Fang H, Tong W, Shi LM, Blair R, Perkins R, Branham W, Hass BS, Xie Q, Dial SL, Moland CL, Sheehan DM.	Chem. Res. Toxicol.	2001	14	280		Binding	 In vitro ER binding assays using Rat uterine cytosol	Rat	logRBA	2.412				
56-53-1	778	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Waller CL, Oprea TI, Chae K, Park HK, Korach KS, Laws SC, Wiese TE, Kelce WR, Gray LE Jr.	Chem. Res. Toxicol. 	1996	9	1240		Binding	Competitive estrogen receptor binding assays using mouse uterine cytosol	Mouse	logRBA	2.57				
56-53-1	779	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Waller CL, Minor DL, McKinney JD.	Environ. Health Perspect. 	1995	103	702		Binding	Competitive binding concentration of unlabeled inhibitor yielding half-maximal specific binding relative to estradiol	Mouse	logRBA	2.398				
56-53-1	780	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using Mouse uterine cytosol	Mouse	logRBA	2.181				
56-53-1	781	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Walter G, Liebl R, von Angerer E.	Bioorg. Med. Chem. Lett.	2004	14	4659		Binding	Relative binding affinity for Estrogen receptor of Calf uterine cytosol	Cattle	logRBA	1.857				
56-53-1	782	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In Vitro ER Binding Assays Glutathione-S-transferase fusion protein containing the ligand binding domain of the rainbow trout estrogen receptor	Trout	logRBA	2.217			LBD	
56-53-1	783	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In Vitro ER Binding Assays Glutathione-S-transferase fusion protein containing the ligand binding domain of the chicken estrogen receptor	Chicken	logRBA	2.114			LBD	
56-53-1	784	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the lizard (anole)	Lizard	logRBA	2.029			LBD	
56-53-1	785	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Adamczyk M, Reddy RE, Yu Z.	Bioorg. Med. Chem. Lett.	2002	12	1283		Binding	Displacement of radioligand from Estrogen receptor alpha		logRBA	3.013		alpha		
56-53-1	786	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Miller CP, Collini MD, Tran BD, Harris HA, Kharode YP, Marzolf JT, Moran RA, Henderson RA, Bender RH, Unwalla RJ, Greenberger LM, Yardley JP, Abou-Gharbia MA, Lyttle CR, Komm BS.	J. Med. Chem.	2001	44	1654		Binding	In vitro inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha	Human	IC50	3	nM	alpha		
56-53-1	787	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schmidt JM, Mercure J, Tremblay GB, PagÃ© M, Kalbakji A, Feher M, Dunn-Dufault R, Peter MG, Redden PR.	J. Med. Chem.	2003	46	1408		Binding	In vitro displacement of 0.5 nM [3H]17-beta-estradiol from human Estrogen receptor alpha	Human	Ki	0.49	nM	alpha		
56-53-1	788	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	De Angelis M, Katzenellenbogen JA.	Bioorg. Med. Chem. Lett.	2004	14	5835		Binding	Inhibition of [3H]estradiol binding to human estrogen receptor alpha	Human	logRBA	2.633		alpha		
56-53-1	789	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor alpha.	Human	logRBA	2.301		alpha		
56-53-1	790	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative affinity for estrogen receptor of Human Breast cancer or normal uterine cytosol (3.3%ethanol) compared to estradiol	Human	logRBA	2.041		alpha		
56-53-1	791	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative Binding Affinity for estrogen receptor in Human Breast cancer or normal uterine cytosol in 3.3%ethanol compared to estradiol	Human	logRBA	1.971		alpha		
56-53-1	792	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schmidt JM, Tremblay GB, PagÃ© M, Mercure J, Feher M, Dunn-Dufault R, Peter MG, Redden PR.	J. Med. Chem.	2003	46	1289		Binding	In vitro displacement of 0.5 nM [3H]E2 from human Estrogen receptor alpha at 10 uM	Human	logRBA	1.398		alpha		
56-53-1	793	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2003			http://www.meti.go.jp/english/report/data/g020205ae.html	Binding	ER in vitro binding assay with RI-labeled estradiol as reference ligand	Rat	logRBA	1.95		alpha		
